,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
250,Human Development,4002,Vanderbilt University,Marisa,,Cannata,2464797,0,zero,TEACHER,PROFESSOR,N/A
251,Human Development,4002,Vanderbilt University,Mark,,Cannon,750350,10,good,TEACHER,PROFESSOR,4.5
252,Education,4002,Vanderbilt University,Andrea,,Capizzi,1161762,9,good,TEACHER,PROFESSOR,4.8
253,Biology,4002,Vanderbilt University,John (Tony),A,Capra,2504017,3,good,TEACHER,PROFESSOR,5.0
254,Languages,4002,Vanderbilt University,Jose,,Cardenas Bunsen,1786450,5,good,TEACHER,PROFESSOR,4.5
255,Philosophy,4002,Vanderbilt University,Amber,,Carlson,2004907,3,good,TEACHER,PROFESSOR,4.8
256,History,4002,Vanderbilt University,David,,Carlton,353193,37,average,TEACHER,PROFESSOR,3.3
257,Sociology,4002,Vanderbilt University,Laura,,Carpenter,555955,12,average,TEACHER,PROFESSOR,3.2
258,Political Science,4002,Vanderbilt University,Katherine,,Carroll,806043,40,good,TEACHER,PROFESSOR,3.9
259,Human Development,4002,Vanderbilt University,Ashley,,Carse,2460255,0,zero,TEACHER,PROFESSOR,N/A
260,Religion,4002,Vanderbilt University,Arthur,,Carter,1802984,4,poor,TEACHER,PROFESSOR,2.1
261,Film,4002,Vanderbilt University,Madeleine,,Casad,2210230,2,good,TEACHER,PROFESSOR,4.5
262,Medicine,4002,Vanderbilt University,Jenel,,Cassidy,2362531,3,good,TEACHER,PROFESSOR,5.0
263,History,4002,Vanderbilt University,Celso,,Castilho,1437165,9,good,TEACHER,PROFESSOR,4.6
264,Languages,4002,Vanderbilt University,Anna,,Castillo,2365148,7,good,TEACHER,PROFESSOR,4.8
265,Neuroscience,4002,Vanderbilt University,Elizabeth,,Catania,1634690,11,good,TEACHER,PROFESSOR,3.6
266,Biology,4002,Vanderbilt University,Ken,,Catania,240655,28,good,TEACHER,PROFESSOR,4.7
267,Languages,4002,Vanderbilt University,Lorraine,,Catanzaro,1076306,45,good,TEACHER,PROFESSOR,4.8
268,Biology,4002,Vanderbilt University,Kefyn,,Catley,612573,5,good,TEACHER,PROFESSOR,4.1
269,English,4002,Vanderbilt University,Gabriel,,Cervantes,1269728,2,good,TEACHER,PROFESSOR,3.5
270,Mathematics,4002,Vanderbilt University,Henry,,Chan,2519666,16,good,TEACHER,PROFESSOR,3.8
271,Mathematics,4002,Vanderbilt University,Michael,,Chance,1319660,12,good,TEACHER,PROFESSOR,4.1
272,Management,4002,Vanderbilt University,Paul,,Chaney,1168264,3,poor,TEACHER,PROFESSOR,2.3
273,Accounting,4002,Vanderbilt University,Paul,,Chaney,2136863,4,average,TEACHER,PROFESSOR,2.5
274,English,4002,Vanderbilt University,Rebecca,,Chapman,1494816,17,good,TEACHER,PROFESSOR,4.8
275,Physics,4002,Vanderbilt University,Forrest,T,Charnock,2216689,8,average,TEACHER,PROFESSOR,3.0
276,Music,4002,Vanderbilt University,Brittany,,Chase,2278304,29,good,TEACHER,PROFESSOR,3.9
277,Political Science,4002,Vanderbilt University,J.Tyson,,Chatagnier,2086770,2,good,TEACHER,PROFESSOR,4.0
278,Nursing,4002,Vanderbilt University,Vera,,Chatman,781771,11,poor,TEACHER,PROFESSOR,1.6
279,Computer Science,4002,Vanderbilt University,Pushpita,,Chatterje,2279396,2,poor,TEACHER,PROFESSOR,1.0
280,Computer Science,4002,Vanderbilt University,Pushpita,,Chatterjee,2281979,1,poor,TEACHER,PROFESSOR,2.0
281,Asian Studies,4002,Vanderbilt University,Divya,,Chaudhry,2533214,3,good,TEACHER,PROFESSOR,5.0
282,Political Science,4002,Vanderbilt University,Tizoc,,Chavez,2156803,14,good,TEACHER,PROFESSOR,4.5
283,Mathematics,4002,Vanderbilt University,Xuemei,,Chen,1670515,1,good,TEACHER,PROFESSOR,5.0
284,Human Development,4002,Vanderbilt University,Li Min,,Chen,2588880,0,zero,TEACHER,PROFESSOR,N/A
285,Theology,4002,Vanderbilt University,Shai,,Cherry,126070,21,average,TEACHER,PROFESSOR,2.6
286,English,4002,Vanderbilt University,Nancy,,Chick,1773424,1,good,TEACHER,PROFESSOR,4.5
287,Mathematics,4002,Vanderbilt University,Ionut,,Chifan,1439664,13,average,TEACHER,PROFESSOR,3.2
288,Languages,4002,Vanderbilt University,Rachel,,Chiguluri,1079704,28,good,TEACHER,PROFESSOR,4.3
289,Political Science,4002,Vanderbilt University,Giacomo,,Chiozza,1295666,8,good,TEACHER,PROFESSOR,3.9
290,Psychology,4002,Vanderbilt University,Sun,,Cho,2032731,0,zero,TEACHER,PROFESSOR,N/A
291,Psychology,4002,Vanderbilt University,Sun-Joo,,Cho,2276830,3,good,TEACHER,PROFESSOR,5.0
292,Engineering,4002,Vanderbilt University,Ashok,,Choudhury,1641533,9,good,TEACHER,PROFESSOR,4.3
293,Nursing,4002,Vanderbilt University,Tom,,Christenbery,817030,6,average,TEACHER,PROFESSOR,2.9
294,Finance,4002,Vanderbilt University,William,G,Christie,2136864,6,good,TEACHER,PROFESSOR,3.6
295,Sociology,4002,Vanderbilt University,Andre,,Christie-Mizell,1847688,8,good,TEACHER,PROFESSOR,4.4
296,Mathematics,4002,Vanderbilt University,Cheng,,Chu,2260571,12,good,TEACHER,PROFESSOR,4.4
297,English,4002,Vanderbilt University,Alice,,Chuang,880076,6,good,TEACHER,PROFESSOR,3.8
298,Ethnic Studies,4002,Vanderbilt University,Larry,,Churchill,1358570,2,good,TEACHER,PROFESSOR,4.8
299,Economics,4002,Vanderbilt University,Brandyn,,Churchill,2419697,1,good,TEACHER,PROFESSOR,5.0
300,English,4002,Vanderbilt University,TJ,,Cienki,2291068,4,good,TEACHER,PROFESSOR,4.5
301,Engineering,4002,Vanderbilt University,Peter,,Ciesielski,908845,1,good,TEACHER,PROFESSOR,4.0
302,Philosophy,4002,Vanderbilt University,Natalie,,Cisneros,1382058,8,average,TEACHER,PROFESSOR,2.9
303,Geology,4002,Vanderbilt University,Lily,,Claiborne,1748660,38,good,TEACHER,PROFESSOR,3.5
304,Philosophy,4002,Vanderbilt University,Caleb,,Clanton,335872,17,good,TEACHER,PROFESSOR,4.8
305,Management,4002,Vanderbilt University,Kevin,,Clark,518709,38,good,TEACHER,PROFESSOR,3.9
306,Management,4002,Vanderbilt University,Cherrie,,Clark,779567,21,good,TEACHER,PROFESSOR,4.3
307,Engineering,4002,Vanderbilt University,James,,Clarke,109049,8,good,TEACHER,PROFESSOR,4.3
308,History,4002,Vanderbilt University,Lauren,,Clay,1272437,13,good,TEACHER,PROFESSOR,4.3
309,Political Science,4002,Vanderbilt University,Amanda,,Clayton,2126484,12,good,TEACHER,PROFESSOR,4.4
310,English,4002,Vanderbilt University,Jay,,Clayton,778974,12,good,TEACHER,PROFESSOR,3.8
311,Management,4002,Vanderbilt University,Corey,,Cleek,1808137,11,good,TEACHER,PROFESSOR,4.5
312,Chemistry,4002,Vanderbilt University,Katherine,,Clements,2605086,7,good,TEACHER,PROFESSOR,3.5
313,Biology,4002,Vanderbilt University,Thomas,,Clements,2402845,39,good,TEACHER,PROFESSOR,4.2
314,Chemistry,4002,Vanderbilt University,David,,Cliffel,1655937,3,poor,TEACHER,PROFESSOR,2.2
315,Political Science,4002,Vanderbilt University,Joshua,,Clinton,1437800,9,good,TEACHER,PROFESSOR,4.3
316,Management,4002,Vanderbilt University,Wil,,Clouse,486585,7,average,TEACHER,PROFESSOR,2.9
317,Nursing,4002,Vanderbilt University,Charles,,Cobb,837918,23,good,TEACHER,PROFESSOR,4.5
318,Political Science,4002,Vanderbilt University,Andrew,,Coe,2453954,6,good,TEACHER,PROFESSOR,4.3
319,History,4002,Vanderbilt University,Julia,,Cohen,1383639,10,good,TEACHER,PROFESSOR,4.3
320,Mathematics,4002,Vanderbilt University,David,,Cole,2027815,7,good,TEACHER,PROFESSOR,4.0
321,Nursing,4002,Vanderbilt University,Shannon,,Cole,2466373,0,zero,TEACHER,PROFESSOR,N/A
322,Engineering,4002,Vanderbilt University,Walter,,Collett,2156948,4,good,TEACHER,PROFESSOR,4.5
323,Economics,4002,Vanderbilt University,Bill,,Collins,605275,16,good,TEACHER,PROFESSOR,4.2
324,Education,4002,Vanderbilt University,Molly,,Collins,2085277,2,average,TEACHER,PROFESSOR,2.8
325,Languages,4002,Vanderbilt University,Caroline,,Colquhoun,2363618,3,good,TEACHER,PROFESSOR,5.0
326,Mechanical Engineering,4002,Vanderbilt University,David,,Comber,2212902,1,average,TEACHER,PROFESSOR,3.0
327,English,4002,Vanderbilt University,Lee,,Conell,2314548,4,good,TEACHER,PROFESSOR,5.0
328,Philosophy,4002,Vanderbilt University,Matthew,,Congdon,1942661,13,good,TEACHER,PROFESSOR,4.5
329,Mathematics,4002,Vanderbilt University,Chris,,Conidis,1834317,1,good,TEACHER,PROFESSOR,4.5
330,Anthropology,4002,Vanderbilt University,Beth,,Conklin,346964,22,good,TEACHER,PROFESSOR,3.7
331,Film,4002,Vanderbilt University,Kathy,,Conkwright,1093999,4,poor,TEACHER,PROFESSOR,2.0
332,Economics,4002,Vanderbilt University,John,,Conley,352630,43,average,TEACHER,PROFESSOR,2.8
333,History,4002,Vanderbilt University,Sarah,,Cook,2267184,0,zero,TEACHER,PROFESSOR,N/A
334,Music,4002,Vanderbilt University,Peter,,Cooper,1084771,49,good,TEACHER,PROFESSOR,4.3
335,Sociology,4002,Vanderbilt University,Amy,,Cooter,2581137,5,average,TEACHER,PROFESSOR,2.8
336,Education,4002,Vanderbilt University,Sean,,Corcoran,2561946,1,good,TEACHER,PROFESSOR,5.0
337,Political Science,4002,Vanderbilt University,Pamela,,Corley,868333,10,average,TEACHER,PROFESSOR,3.5
338,Sociology,4002,Vanderbilt University,Daniel,,Cornfield,1565203,18,good,TEACHER,PROFESSOR,4.5
339,Business,4002,Vanderbilt University,Ryan,,Corser,2461539,5,poor,TEACHER,PROFESSOR,1.8
340,Mathematics,4002,Vanderbilt University,Sam,,Corson,2087846,3,good,TEACHER,PROFESSOR,4.0
341,Film,4002,Vanderbilt University,Iggy,,Cortez,2557429,3,good,TEACHER,PROFESSOR,4.0
342,English,4002,Vanderbilt University,Kenion,,Cosner,146430,35,good,TEACHER,PROFESSOR,4.0
343,Human Development,4002,Vanderbilt University,Jose,,Cossa,2175785,6,poor,TEACHER,PROFESSOR,2.0
344,Mathematics,4002,Vanderbilt University,Remi,,Coulon,1705637,17,good,TEACHER,PROFESSOR,4.0
345,English,4002,Vanderbilt University,Elizabeth,,Covington,1628034,30,good,TEACHER,PROFESSOR,4.8
346,History,4002,Vanderbilt University,Jefferson,,Cowie,2219943,13,good,TEACHER,PROFESSOR,4.4
347,Music,4002,Vanderbilt University,Alan,,Cox,223856,4,poor,TEACHER,PROFESSOR,2.4
348,History,4002,Vanderbilt University,Katherine,,Crawford,337596,26,good,TEACHER,PROFESSOR,4.7
349,Biology,4002,Vanderbilt University,Nicole,,Creanza,2291027,2,good,TEACHER,PROFESSOR,4.0
350,Medicine,4002,Vanderbilt University,Clarence,,Creech,942841,0,zero,TEACHER,PROFESSOR,N/A
351,Mathematics,4002,Vanderbilt University,Darren,,Creutz,1658499,10,good,TEACHER,PROFESSOR,4.6
352,Mathematics,4002,Vanderbilt University,.,,Crooke,448606,13,average,TEACHER,PROFESSOR,2.8
353,Jewish Studies,4002,Vanderbilt University,Yifat,,Crouvi,2203352,1,good,TEACHER,PROFESSOR,5.0
354,Psychology,4002,Vanderbilt University,Robert,,Crowson,283307,9,good,TEACHER,PROFESSOR,3.8
355,Economics,4002,Vanderbilt University,Mario,J,Crucini,2239035,2,poor,TEACHER,PROFESSOR,1.5
356,Physics,4002,Vanderbilt University,Steven,,Csorna,767704,32,poor,TEACHER,PROFESSOR,2.2
357,Computer Science,4002,Vanderbilt University,YI,,Cui,839991,7,average,TEACHER,PROFESSOR,3.5
358,English,4002,Vanderbilt University,Joanna,,Currey,2576413,3,good,TEACHER,PROFESSOR,5.0
359,African-American Studies,4002,Vanderbilt University,Anastasia,,Curwood,829547,9,good,TEACHER,PROFESSOR,3.8
360,Fine Arts,4002,Vanderbilt University,Farrar,,Cusomato,1848589,5,good,TEACHER,PROFESSOR,4.6
361,Music,4002,Vanderbilt University,Cynthia,,Cyrus,353220,9,average,TEACHER,PROFESSOR,3.3
362,Languages,4002,Vanderbilt University,Daniela,,D'Eugenio,2364984,6,good,TEACHER,PROFESSOR,5.0
363,Education,4002,Vanderbilt University,Alexandra,,Da Fonte,2635309,1,poor,TEACHER,PROFESSOR,1.0
364,Philosophy,4002,Vanderbilt University,Thomas,,Dabay,1863239,9,good,TEACHER,PROFESSOR,3.8
365,Education,4002,Vanderbilt University,Alex,,Dafonte,1363276,11,good,TEACHER,PROFESSOR,3.5
366,Management,4002,Vanderbilt University,Terra,,Dailey,1434051,0,zero,TEACHER,PROFESSOR,N/A
367,History,4002,Vanderbilt University,Mark,,Dalhouse,535543,25,good,TEACHER,PROFESSOR,4.7
368,Finance,4002,Vanderbilt University,William,,Damon,527045,23,good,TEACHER,PROFESSOR,4.2
369,Biology,4002,Vanderbilt University,Aaron,,Daniel,2604574,0,zero,TEACHER,PROFESSOR,N/A
370,Chemistry,4002,Vanderbilt University,Aaron,,Daniel,2495595,6,good,TEACHER,PROFESSOR,4.8
371,English,4002,Vanderbilt University,Kate,,Daniels,354539,16,average,TEACHER,PROFESSOR,2.5
372,Geology,4002,Vanderbilt University,Simon,,Darroch,2309854,3,good,TEACHER,PROFESSOR,5.0
373,Religion,4002,Vanderbilt University,Bradley,,Daugherty,2518874,1,good,TEACHER,PROFESSOR,5.0
374,Economics,4002,Vanderbilt University,Andrew,,Daughety,1515415,0,zero,TEACHER,PROFESSOR,N/A
375,History,4002,Vanderbilt University,Kathryn,,David,2650719,1,good,TEACHER,PROFESSOR,5.0
376,Languages,4002,Vanderbilt University,Karin,,Davidovich,1785976,3,good,TEACHER,PROFESSOR,5.0
377,Philosophy,4002,Vanderbilt University,Christopher,,Davies,1484765,15,good,TEACHER,PROFESSOR,5.0
378,Engineering,4002,Vanderbilt University,Phil,,Davis,293103,13,good,TEACHER,PROFESSOR,4.8
379,Philosophy,4002,Vanderbilt University,Kevin,,Davis,609452,11,good,TEACHER,PROFESSOR,4.0
380,Mathematics,4002,Vanderbilt University,Tara,,Davis,1195787,5,good,TEACHER,PROFESSOR,4.2
381,Economics,4002,Vanderbilt University,Scott,,Davis,1343655,7,average,TEACHER,PROFESSOR,2.9
382,Human Development,4002,Vanderbilt University,Vicki,,Davis,1450087,4,average,TEACHER,PROFESSOR,2.8
383,Chemistry,4002,Vanderbilt University,Robert,,Davis,2065001,0,zero,TEACHER,PROFESSOR,N/A
384,Engineering,4002,Vanderbilt University,Benoit,,Dawant,109782,8,average,TEACHER,PROFESSOR,3.2
385,Languages,4002,Vanderbilt University,Edward,,Dawson,1898563,3,good,TEACHER,PROFESSOR,5.0
386,English,4002,Vanderbilt University,Joan,,Dayan,981320,15,average,TEACHER,PROFESSOR,3.3
387,Languages,4002,Vanderbilt University,Karen,,de Melo,2665653,1,poor,TEACHER,PROFESSOR,2.0
388,Languages,4002,Vanderbilt University,Cassio,,de Oliveira ,2081010,7,good,TEACHER,PROFESSOR,4.1
389,Music,4002,Vanderbilt University,Paul,,Deakin,409316,20,good,TEACHER,PROFESSOR,3.6
390,Languages,4002,Vanderbilt University,Elena,,Deanda,934867,4,average,TEACHER,PROFESSOR,3.2
391,Engineering,4002,Vanderbilt University,Ken,,Debelak,1377882,5,poor,TEACHER,PROFESSOR,2.4
392,Languages,4002,Vanderbilt University,Nathalie,,Debrauwere-Miller,433540,10,good,TEACHER,PROFESSOR,4.3
393,Fine Arts,4002,Vanderbilt University,Patrick,,DeGuira,2192737,4,good,TEACHER,PROFESSOR,5.0
394,English,4002,Vanderbilt University,Kathleen,,DeGuzman,2131712,1,good,TEACHER,PROFESSOR,5.0
395,Languages,4002,Vanderbilt University,Camila,,Delaney,1617543,1,good,TEACHER,PROFESSOR,4.0
396,Languages,4002,Vanderbilt University,Sarah,,Delassus,140948,26,good,TEACHER,PROFESSOR,4.0
397,Philosophy,4002,Vanderbilt University,Cory,,DeLone,2532989,0,zero,TEACHER,PROFESSOR,N/A
398,Anthropology,4002,Vanderbilt University,Arthur,,Demarest,595943,17,average,TEACHER,PROFESSOR,3.2
399,Art,4002,Vanderbilt University,Susan,,Demay,613916,12,good,TEACHER,PROFESSOR,4.6
400,Computer Science,4002,Vanderbilt University,Bowang,,Deng,2308939,7,good,TEACHER,PROFESSOR,5.0
401,International Studies,4002,Vanderbilt University,Irina,,Denischenko,2447315,3,good,TEACHER,PROFESSOR,4.3
402,Geomorphology  Geochronology,4002,Vanderbilt University,Larisa,,DeSantis,2007141,7,good,TEACHER,PROFESSOR,4.3
403,Languages,4002,Vanderbilt University,Eva,,Dessein,783940,9,good,TEACHER,PROFESSOR,4.2
404,English,4002,Vanderbilt University,Cydnee,,Devereaux,2547404,4,good,TEACHER,PROFESSOR,4.3
405,English,4002,Vanderbilt University,Carla,,Diaz,2557554,2,good,TEACHER,PROFESSOR,5.0
406,Languages,4002,Vanderbilt University,Sahai,,Diaz,2585190,0,zero,TEACHER,PROFESSOR,N/A
407,Women's Studies,4002,Vanderbilt University,R,,Dicker,462003,22,average,TEACHER,PROFESSOR,3.2
408,Physics,4002,Vanderbilt University,James,,Dickerson,753694,6,poor,TEACHER,PROFESSOR,1.6
409,History,4002,Vanderbilt University,Dennis,,Dickerson,178751,20,average,TEACHER,PROFESSOR,3.4
410,Education,4002,Vanderbilt University,David,,Dickinson,937176,4,average,TEACHER,PROFESSOR,2.5
411,Business,4002,Vanderbilt University,David,,Diehl,2094012,7,good,TEACHER,PROFESSOR,4.4
412,Mathematics,4002,Vanderbilt University,Matthew,,Dietrich,2557937,2,good,TEACHER,PROFESSOR,5.0
413,Anthropology,4002,Vanderbilt University,Tom,,Dillehay,1761056,4,poor,TEACHER,PROFESSOR,2.2
414,Management,4002,Vanderbilt University,Jason,,Dinger,395083,6,good,TEACHER,PROFESSOR,4.8
415,Mathematics,4002,Vanderbilt University,Marcelo,,Disconzi,1746376,24,good,TEACHER,PROFESSOR,4.3
416,Psychology,4002,Vanderbilt University,Anita,,Disney,2079008,6,good,TEACHER,PROFESSOR,4.9
417,Medicine,4002,Vanderbilt University,Robert,,Dittus,810767,0,zero,TEACHER,PROFESSOR,N/A
418,Languages,4002,Vanderbilt University,Nathan,,Dize,2187912,2,good,TEACHER,PROFESSOR,5.0
419,Engineering,4002,Vanderbilt University,James,,Dobbins,751320,11,average,TEACHER,PROFESSOR,3.3
420,Philosophy,4002,Vanderbilt University,Idit,,Dobbs-Weinstein,371766,18,average,TEACHER,PROFESSOR,2.5
421,Engineering,4002,Vanderbilt University,Mark,,Does,780958,3,average,TEACHER,PROFESSOR,3.0
422,Psychology,4002,Vanderbilt University,Paul,,Dokecki,1306586,2,good,TEACHER,PROFESSOR,4.0
423,Economics,4002,Vanderbilt University,Kent,,Dolezal,2212687,22,good,TEACHER,PROFESSOR,4.3
424,Mathematics,4002,Vanderbilt University,Dylan,,Domel-White,2652044,3,good,TEACHER,PROFESSOR,4.3
425,History,4002,Vanderbilt University,Freddy,,Dominguez,1736579,1,good,TEACHER,PROFESSOR,5.0
426,History,4002,Vanderbilt University,Rebecca,,Donaldson,1627464,3,good,TEACHER,PROFESSOR,5.0
427,American Studies,4002,Vanderbilt University,Rachel,,Donaldson,1669143,6,good,TEACHER,PROFESSOR,4.8
428,Sociology,4002,Vanderbilt University,Katherine,,Donato,1432068,1,good,TEACHER,PROFESSOR,4.5
429,Art,4002,Vanderbilt University,John,,Donovan,2603647,0,zero,TEACHER,PROFESSOR,N/A
430,Humanities,4002,Vanderbilt University,Lisa,,Dordal,1639178,17,good,TEACHER,PROFESSOR,4.8
431,Music Performance,4002,Vanderbilt University,Amy,,Dorfman,2489061,0,zero,TEACHER,PROFESSOR,N/A
432,Languages,4002,Vanderbilt University,Danielle,,Dorvil,2582042,1,good,TEACHER,PROFESSOR,5.0
433,English,4002,Vanderbilt University,Alex,,Doublet,2162288,0,zero,TEACHER,PROFESSOR,N/A
434,Human Development,4002,Vanderbilt University,Shaun,,Dougherty,2506431,1,good,TEACHER,PROFESSOR,5.0
435,Psychology,4002,Vanderbilt University,Susan,,Douglas,2181104,1,good,TEACHER,PROFESSOR,4.0
436,Communication,4002,Vanderbilt University,Bonnie,,Dow,1158236,15,good,TEACHER,PROFESSOR,3.5
437,Mathematics,4002,Vanderbilt University,Spencer,D,Dowdall,2314933,14,poor,TEACHER,PROFESSOR,2.4
438,Computer Science,4002,Vanderbilt University,Larry,,Dowdy,326024,16,good,TEACHER,PROFESSOR,4.3
439,Education,4002,Vanderbilt University,Will,,Doyle,813552,10,good,TEACHER,PROFESSOR,4.7
440,Human Development,4002,Vanderbilt University,Corbette,,Doyle,1223230,5,average,TEACHER,PROFESSOR,2.8
441,Humanities,4002,Vanderbilt University,Robert,,Drews,148210,17,good,TEACHER,PROFESSOR,3.6
442,Economics,4002,Vanderbilt University,Robert,,Driskill,451461,44,poor,TEACHER,PROFESSOR,2.4
443,Computer Science,4002,Vanderbilt University,Abhishek,,Dubey,2134444,1,good,TEACHER,PROFESSOR,4.5
444,Political Science,4002,Vanderbilt University,Alex,,Dubilet,2223973,9,good,TEACHER,PROFESSOR,4.2
445,Engineering,4002,Vanderbilt University,Ravindra,,Duddu,2213483,4,good,TEACHER,PROFESSOR,4.0
446,Science,4002,Vanderbilt University,Denise,,Due,140954,50,average,TEACHER,PROFESSOR,3.4
447,Psychology,4002,Vanderbilt University,Jennifer,E,Dunbar,2178806,9,good,TEACHER,PROFESSOR,4.9
448,Nursing,4002,Vanderbilt University,Travis,,Dunlap,942840,3,good,TEACHER,PROFESSOR,4.2
449,Education,4002,Vanderbilt University,Teresa,Kathleen,Dunleavy,2481585,1,average,TEACHER,PROFESSOR,3.0
450,Engineering,4002,Vanderbilt University,Russell,,Dunn,1897479,2,good,TEACHER,PROFESSOR,4.5
451,Mathematics,4002,Vanderbilt University,Blake,,Dunshee,2442342,8,good,TEACHER,PROFESSOR,4.6
452,Psychology,4002,Vanderbilt University,Kelley,,Durkin,2440710,2,good,TEACHER,PROFESSOR,5.0
453,Economics,4002,Vanderbilt University,Andrew,,Dustan,2175023,5,good,TEACHER,PROFESSOR,4.4
454,Physics,4002,Vanderbilt University,Sourish,,Dutta,1734867,74,good,TEACHER,PROFESSOR,4.3
455,Engineering,4002,Vanderbilt University,Craig,,Duvall,1722496,8,poor,TEACHER,PROFESSOR,2.4
456,Education,4002,Vanderbilt University,Elisabeth,,Dykens,2587121,5,good,TEACHER,PROFESSOR,4.8
457,Psychology,4002,Vanderbilt University,Elizabeth,,Dykens,1081689,4,good,TEACHER,PROFESSOR,4.5
458,History,4002,Vanderbilt University,Marshall C.,,Eakin,377913,22,good,TEACHER,PROFESSOR,4.3
459,English,4002,Vanderbilt University,Tony,,Earley,346833,15,average,TEACHER,PROFESSOR,2.8
460,Languages,4002,Vanderbilt University,Rachel,,Early,1402501,4,good,TEACHER,PROFESSOR,3.8
461,Finance,4002,Vanderbilt University,William,,Easley,2145281,3,average,TEACHER,PROFESSOR,3.1
462,English,4002,Vanderbilt University,Matthew,,Eatough,1280480,4,good,TEACHER,PROFESSOR,4.9
463,Anthropology,4002,Vanderbilt University,Markus,,Eberl,1624616,25,good,TEACHER,PROFESSOR,3.7
464,Psychology,4002,Vanderbilt University,Ford,,Ebner,800817,6,good,TEACHER,PROFESSOR,3.8
465,Human Development,4002,Vanderbilt University,Sara,M,Eccleston,2320115,0,zero,TEACHER,PROFESSOR,N/A
466,Engineering,4002,Vanderbilt University,Jon,,Edd,1407398,6,poor,TEACHER,PROFESSOR,1.2
467,Economics,4002,Vanderbilt University,Ben,,Eden,1815026,2,poor,TEACHER,PROFESSOR,1.0
468,Philosophy,4002,Vanderbilt University,Elizabeth,,Edenberg,1395066,3,good,TEACHER,PROFESSOR,4.7
469,Mathematics,4002,Vanderbilt University,Cain,,Edie-Michell,2419639,11,good,TEACHER,PROFESSOR,4.2
470,Philosophy,4002,Vanderbilt University,Jeff,,Edmonds,979689,8,good,TEACHER,PROFESSOR,4.3
471,Management,4002,Vanderbilt University,Doug,,Edwards,2057851,11,good,TEACHER,PROFESSOR,4.0
